"file","issueId","status","reason","rule","category","title","author","date","preview","firstLines"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202203\2203-7股海人生.docx","202203","review","needs-confirmation","legacy-heading-suggestion","股海人生","坐看風雲談美元","蔡育展","2022.03.10","二月二十四日俄羅斯揮軍烏克蘭的行動，開啟了許多歷史事件的序幕。西方國家為避免引發第三次世界大戰，採取經濟、金融制裁取代軍事介入，其中一個方式就是將俄羅斯排除在美元貿易體系之外，試圖癱瘓俄羅斯的國際貿易活動。美元是否真的是這樣一個比核彈還有用的武器，能在不見血的情形下逼退軍武大國的部隊呢？這幾次就讓我們離題一下，看看美元的幾次生死，並一步一步見證一生才能經歷一次的事件吧！","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202203\2203-3功夫熊貓.docx","202203","review","needs-confirmation","legacy-heading-suggestion","練功筆記","功夫熊貓","","2022.03.10","蕭怡萍（二早班）","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202203\2203-4導引香道.docx","202203","review","needs-confirmation","legacy-heading-suggestion","導引香道","沉香如何影響大腦運作","","2022.03.10","文稿彙整／識香課整理小組","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202203\2203-5體證道德經.docx","202203","review","needs-confirmation","legacy-heading-suggestion","體證道德經","抱一」是練功的原則","文稿彙整／楊清雲","2022.03.10","「曲則全，枉則直，窪則盈，敝則新，少則得，多則惑。是以聖人抱一為天下式。不自見，故明；不自是，故彰；不自伐，故有功；不自矜，故長。夫唯不爭，故天下末能與之爭。古之所謂曲則全者，豈虛言哉﹗誠全而歸之。」","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202203\2203-2疑義相與析.docx","202203","review","needs-confirmation","legacy-heading-suggestion","如是我聞","埋藏在身體的恐懼","","2022.03.10","——週一晚班的分享與討論","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202203\2203-00目錄.docx","202203","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202203\2203-6圖靈集_2203.docx","202203","review","needs-confirmation","legacy-heading-suggestion","圖靈集","meta","阿充","2022.03.10","最近元宇宙meta-verse是很夯的話題，我們借題發揮一下，看看meta這個字和氣機導引到底有什麼關係。meta 本身是一個單字，代表「自身的」，例如，It’s a meta joke. 這本身就是一個笑話，是一個關於笑話的笑話。另外，meta-也可以當成一個字根，表示「變化；超越（ㄧ般限制）」，例如，metaphysics形上學＝meta超越＋physics物理學。meta這個字能夠相當精準地描述真相，或是一種追求真相的過程，也可以說是氣機導引的學習內涵。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202204\2204-10股海人生.docx","202204","review","needs-confirmation","legacy-heading-suggestion","股海人生","石油美元","蔡育展","2022.04.10","最近一個很熱門的話題大概是俄羅斯要求以盧布購買天然氣以反制金融制裁，俄羅斯這個動作膽子很大，盤算得很遠。將貨幣與能源、實質商品連結，以硬通貨支持貨幣價值的威力有多大？是不是真的能反制核彈級的金融制裁呢？這次讓我們回顧近代最早將貨幣與能源交易連結的事件，石油美元的誕生，或許對未來的發展可以提供一個參考。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202204\2204-11導引采風錄.docx","202204","review","needs-confirmation","legacy-heading-suggestion","導引采風錄","李宗演的「按圖施工，不保證成功","","2022.04.10","By Queenie","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202204\2204-06導引香道.docx","202204","review","needs-confirmation","legacy-heading-suggestion","導引香道","藉沉香活化腦細胞","","2022.04.10","文稿彙整／識香課整理小組","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202204\2204-06五感香道.docx","202204","review","needs-confirmation","legacy-heading-suggestion","香道可以這樣玩","五感覺察——春分之旅","蕭怡萍","2022.04.10","每週二下課後留下來品香的二午品香小組，品著品著一晃已過了2年時光。第一任的組長傅金匙剛交棒給第二任的組長闕建珍，大家討論著是否有新的品香形式加入。我就想到不如來「出走」到陽明山上雅君的山屋（住家兼工作室），把放在腦子裡2年了的「五感體驗」，結合品香來進行一場因應節氣的五感覺察實驗。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202204\2204-9心田集.docx","202204","review","needs-confirmation","legacy-heading-suggestion","心田集","鼎爐法自然","文稿彙整／鄭雅靜","2022.04.10","「百日築基」概括生老病死","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202204\2204-08體證道德經.docx","202204","review","needs-confirmation","legacy-heading-suggestion","體證道德經","你做什麼，什麼就是你","文稿彙整／楊慧敏","2022.04.10","老子的智慧包羅萬象，遍布於天地間的角色扮演，不論人生觀、從政觀等都可以在其中找到邏輯。以身體為介面學老子，就會成為身體當下可以執行的做法，學到的是行動，將之放大到萬事萬物的發生，都能變成做法，變成行為的改變。人只有在發生中，才能看見衝突及扭捏。所有的發生都是在看自己，一切都源於自己，因為自己一直在同樣的樣態中，類似的事件就會重複發生，這就是道德經第二十三章同道篇的內容，是「同」的概念，方以類聚，物以群分，亦即「你做什麼，什麼就是你」。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202204\2204-02疑義相與析.docx","202204","review","needs-confirmation","legacy-heading-suggestion","如是我聞/疑義相與析","之一- 拉大頻寬，處理情緒震盪","","2022.04.10","——一晚班的分享與討論（一）","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202204\2204-00目錄.docx","202204","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202204\2204-01編輯小語.docx","202204","review","needs-confirmation","legacy-heading-suggestion","編輯小語","何其自性能生萬法","編輯部","2022.04.10","六祖惠能以南方獦獠之人登上五祖法堂，並且石破天驚地提出「菩提本無樹，明鏡亦非台。本來無一物，何處惹塵埃？」四句偈，將佛陀講道四十年的一切法要含攝其中。這是華夏大地孕育出來的法門龍象，在那個文字虛華而道法衰微的年代，以一種渾厚質樸的身姿，宣示每一個生命本自俱足、不假外求的真相。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202204\2204-05練功筆記.docx","202204","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202204\2204-04練功筆記.docx","202204","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202204\2204-03疑義相與析.docx","202204","review","needs-confirmation","legacy-heading-suggestion","如是我聞/疑義相與析","之二- 無所住，就沒有妄念了！","","2022.04.10","——一晚班的分享與討論（二）","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202205\2205-4練功筆記  .docx","202205","review","needs-confirmation","legacy-heading-suggestion","練功筆記","無止境的學習之路","傅金匙","2022.05.10","十多年前聽了一場演講後，登門拜師。面談不到二十分鐘，老師同意我來上課，卻說：「市面上類似的課程團體很多，你可以多比較，不一定要來這裡學。」不服輸的個性，讓我隔一天就開啟練功的里程碑。原來老師早就看出這種個性的人，要如何出手，才能拯救他的驕傲，自此一入道門無止境。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202205\2205-2群組討論.docx","202205","review","needs-confirmation","legacy-heading-suggestion","如是我聞/疑義相與析","之一- 有無之間，誰為舵手？","","2022.05.10","——六早群組討論","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202205\2205-7圖靈集.docx","202205","review","needs-confirmation","legacy-heading-suggestion","圖靈集","不想","阿充","2022.05.10","不論是什麼樣的宗教、門派，修行到了最後，「不想」似乎都成為最高指導原則。既然是「不想」，那好像我也沒什麼好寫的，讀者也沒什麼好讀的，因為讀、寫都得「想」。但是不透過「想」又無法瞭解「不想」，我們今天就來「想一想」，到底什麼是「不想」？","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202205\2205-1編輯小語.docx","202205","review","needs-confirmation","legacy-heading-suggestion","編輯小語","界域之主","編輯部","2022.05.10","疫情緊繃，剛好遇到張老師上山閉關潛修，我們卻沒得躲閃，還得在看得見的確診數字與看不見的病毒羽翅之間，繼續前行。張老師臨行前落下一句話——練功最後不是要得道成佛作上帝，而是成為「界域之主」！","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202205\2205-5識香.docx","202205","review","needs-confirmation","legacy-heading-suggestion","導引香道","千年一遇話土沉","","2022.05.10","識香課整理小組","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202205\2205-8觀行錄.docx","202205","review","needs-confirmation","legacy-heading-suggestion","觀．行．錄／新專欄","妙觀而行之路","莫仁維、張尊堡","2022.05.10","當夜色漸濃 一日的喧囂進入尾聲","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202205\2205-3五晚.docx","202205","review","needs-confirmation","legacy-heading-suggestion","如是我聞/疑義相與析","之二- 從台大人看報紙說起","","2022.05.10","——五晚的群組討論","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202205\2205-9貨、幣之戰.docx","202205","review","needs-confirmation","legacy-heading-suggestion","股海人生","我們擁有的是資源還是錢？","蔡育展","2022.05.10","貨幣的發明原本是為了要讓交易更為便利以增加經濟產出，讓人類在物資豐沛之餘能有更多時間思考生命這個課題。貨、幣，貨為主幣為從，幣如果不能轉化為生活所需的商品、勞務，轉化為生命的體驗與經歷，幣、紙鈔、金融資產存在的意義就沒了。幾十年來工具似乎成了目的，我們大概也要開始經歷一個反動期，起點大概就是貨幣、信用體系的大變動，人類藉此機會一步一步的改變目前的模式。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202205\2205-00目錄.docx","202205","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202205\2205-10陳哲甯.docx","202205","review","needs-confirmation","legacy-heading-suggestion","導引采風錄","面對無常，危機轉契機","","2022.05.10","——陳哲甯的生死感悟","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202205\2205-4-1練功筆記.docx","202205","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202206\2206-8法於陰陽 和於術數.docx","202206","review","needs-confirmation","legacy-heading-suggestion","股海人生","法於陰陽 和於術數","蔡育展","2022.06.10","前面幾次有點離題的以很簡短粗略的方式大概描述貨幣這個東西近百年來的幾個轉變，從這些轉變中可以感受人類集體意識的大變動，這次又是一個大轉折的開始。到底什麼樣的信仰、思維能協助人類再一次的成長、超越，也許這才是百年未有之大變局所代表的意涵，一個超過國家、民族的思考範疇。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202206\2206-00目錄.docx","202206","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202206\2206-9導引采風錄.docx","202206","review","needs-confirmation","legacy-heading-suggestion","導引采風錄","從瑜珈轉氣機，南北通勤20年","","2022.06.10","陳碧玉看見自己的「我認為」","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202206\2206-6心田集.docx","202206","review","needs-confirmation","legacy-heading-suggestion","心田集","道的應用，行道分陰陽","文稿彙整／鄭雅靜","2022.06.10","修道是為了行道","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202206\2206-2疑義相與析.docx","202206","review","needs-confirmation","legacy-heading-suggestion","如是我聞/疑義相與析","之一- 略說身心靈修練次第","","2022.06.10","——一晚班的討論與分享","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202206\2206-5體證道德經.docx","202206","review","needs-confirmation","legacy-heading-suggestion","體證道德經","為道者惡作之，神靈自現守則六條通","","2022.06.10","——管窺老子在身體的道與德","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202206\2206-4練功筆記.docx","202206","review","needs-confirmation","legacy-heading-suggestion","練功筆記","從覺察到「不用想","陳宜","2022.06.10","原本和同學們一起複習「無極」的自主練功時段，近期轉變成討論張老師一直以來在課堂上所教的心法，也藉此機緣回顧自己練功十多年的一些體悟與收穫。「練精化氣」、「練氣化神」、「練神還虛」的進程，現階段還是懞懞懂懂有待參透，但從身體的覺察開始，到「不要想」讓心自由，體悟到氣機導引功法不僅是與身體的對話，更是與心的對話。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202206\2206-1編輯小語.docx","202206","review","needs-confirmation","legacy-heading-suggestion","編輯小語","道＝到了！","編輯小組","2022.06.10","我們學道求道，道，到底是圓的扁的方的？古今以來，瞎子摸象的說法汗牛充棟。老子說得妙：道可道，非常道。嗯！有道理！可是，不懂的還是不懂啊！","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202206\2206-7觀行錄.docx","202206","review","needs-confirmation","legacy-heading-suggestion","觀．行．錄","痛與病 其一","莫仁維＆張尊堡","2022.06.10","痛 – 苦澀卻真實的身體語言","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202206\2206-3疑義相與析.docx","202206","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202207\2207-00目錄.docx","202207","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202207\2207-03二早班覺境，不困於境.docx","202207","error","empty-document",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202207\2207-1編輯小語.docx","202207","review","needs-confirmation","legacy-heading-suggestion","編輯小語","傳習錄」還是「投名狀」？","編輯小組","2022.07.10","6月11日張老師六十大壽。為老師祝壽，我們壓力很大，因為多年前張老師就說過，到了六十歲若還教不出學生，他就沒臉再教下去了。所以，該是我們總體檢驗學習成果的時候了！","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202207\2207-05四午班搞定自己.docx","202207","error","empty-document",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202207\2207-04二晚班練掉你的死樣子.docx","202207","error","empty-document",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202207\2207-02一晚班要無為，先無所不為.docx","202207","review","needs-confirmation","legacy-heading-suggestion","專欄文章/傳習錄","之一- 要無為，先無所不為","一晚班","2022.07.10","","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202207\2207-08六早班沒有最高，只有更高.docx","202207","error","empty-document",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202207\2207-10日早班無常才是常.docx","202207","error","empty-document",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202207\2207-09台中班扮演自己，不是扮演任何角色.docx","202207","error","empty-document",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202207\2207-11練功筆記.docx","202207","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202207\2207-12練功筆記.docx","202207","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202207\2207-13導引香道.docx","202207","review","needs-confirmation","legacy-heading-suggestion","導引香道","從鼻根造境","","2022.07.10","文稿彙整／識香課整理小組","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202207\2207-14體證道德經.docx","202207","review","needs-confirmation","legacy-heading-suggestion","體證道德經","道法自然","文稿彙整／曹煜哲","2022.07.10","道德經第二十五章","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202207\2207-15圖靈集.docx","202207","review","needs-confirmation","legacy-heading-suggestion","圖靈集","維度超越之實踐","阿充","2022.07.10","「維度」是科學上的名詞，是描述物件狀態所需的獨立參數（數學）或系統自由度（物理）的數量。我們看到了「自由度」這個詞，真是太高興了，無罣礙、無恐懼不就是為了自由嗎？用「維度」來描述「人生」這個物件的狀態真是再貼切不過了。我們今天就來談一談如何實踐維度的超越，以達到更高的自由度。恐懼限制了自由度，要進行維度的超越，就是要超越恐懼，而我們到底在恐懼什麼？","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202207\2207-16股海人生.docx","202207","review","needs-confirmation","legacy-heading-suggestion","股海人生","降沉升浮的圓運動","蔡育展","2022.07.10","這一個月以來台股出現了近年難得一見的連續跌勢，兩千點的震撼教育讓股民體驗了很久沒經歷過的空頭市場殺盤。神山與海王齊跌，權值共中小一色，跌到會懷疑股市是騙人的。「數」是一個很有趣的現象，假設投資人並不理解基本面因素，就只是運用市場上常用的兩條均線，二十日、六十日均線，能不能避開這次的股市下跌呢？難道兩條均線就可以走遍天下完全不需要知道本益比、成長性？基本面非常重要，但並非看著過去。均線、交易系統也非常實用，但是只靠單腳走路容易跌倒。分析、資訊與交易系統其實應該是互相輔助，相輔相成。這次我們再從另一個角度來看一下「數」背後隱含的理。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202207\2207-17導引采風錄.docx","202207","review","needs-confirmation","legacy-heading-suggestion","導引采風錄","黃伯玉：功夫，是鬆開根性","黃坤瑛","2022.07.10","這是第一次用視訊做專訪，因為採訪對象黃伯玉遠在屏東。很難想像，近20年，每周六早上，他都要從屏東到台中上課，上完課再風塵樸樸趕回，到家也已晚上九、十點左右。但他一點也不嫌累，因為氣機導引已內化成生活的一部份。黃伯玉每早起床梳洗完畢，就在家中屋頂陽台，面對屏東大武山，練40-60分鐘的鬆身及無極內息導引功法。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202207\2207-07五晚班最大的障礙是自己.docx","202207","error","empty-document",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202207\2207-06四晚班心若無事境自遷.docx","202207","error","empty-document",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202208\2208-5體證道德經.docx","202208","review","needs-confirmation","legacy-heading-suggestion","體證道德經","超越動作，時時處虛","文稿彙整/游夙君","2022.08.10","老子第26章 「重為輕根，靜為躁君；是以聖人終日行不離輜重，雖有榮觀，燕處超然。奈何萬乘之主，而以身輕天下？輕則失根，躁則失君。」","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202208\2208-6心田集.docx","202208","review","needs-confirmation","legacy-heading-suggestion","心田集","練功是面子與裡子的關係","文稿彙整／鄭雅靜","2022.08.10","內心引力造就自己的世界","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202208\2208-3雪山坑瑞鈴.docx","202208","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202208\2208-00目錄.docx","202208","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202208\2208-7股海人生.docx","202208","review","needs-confirmation","legacy-heading-suggestion","股海人生","參伍以變與股市週期","蔡育展","2022.08.10","還是很熱鬧的一個月！利空環伺之下台股反而走出一波反彈，不管與國安基金是否有關，大週期中有小週期，如果能把握小週期的轉折，豈不是更好？下跌時躲開，短線反彈時還能賺他一波那就是神了吧？","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202208\2208-2雪山坑(陳盈靜).docx","202208","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202208\2208-1編輯小語.docx","202208","review","needs-confirmation","legacy-heading-suggestion","編輯小語","清風明月無人管","編輯部","2022.08.10","這個夏天，似乎是前所未見的悶熱酷烈！全球高溫，加上世局如火，整個島嶼都被燒得似要沸騰起來，除了冷氣房，簡直沒處可躲。所幸，我們還有一處山林道場，可清心、利降火，人一到，身疾心病馬上除。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202208\2208-4土沉與碳化.docx","202208","review","needs-confirmation","legacy-heading-suggestion","導引香道","土沉與碳化","倪暐婷","2022.08.10","識香之旅進入越南土沉系列後，張老師時常強調土沉和碳化的關係，甚至可以說是如化石般的珍貴，四午品香小組透過影片與文章，重新複習化石、生物面的碳化，延伸我們對土沉的理解。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202211\2211-8誠則明 明則誠.docx","202211","review","needs-confirmation","legacy-heading-suggestion","股海人生","誠則明，明則誠","蔡育展","2022.11.10","上次提到如果先放下多空、好壞，先以價格變動的數為主，依循數的進退轉折，暫時以此取代個人判斷。那是不是新聞也別看了，基本面完全不用分析，大腦也乾脆放著不必用了，這樣叫一個石頭、西瓜來也沒什麼差別了！","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202211\2211-1編輯小語.docx","202211","review","needs-confirmation","legacy-heading-suggestion","編輯小語","那不是我！","編輯部","2022.11.10","氣機導引的訓練經過「百日築基」、「練精化氣」、「練氣化神」再到「練神還虛」，就要攀登另一個高峰——把自己的所有厲害、了不起，融化、摧毀，變成「沒什麼」！「沒什麼」，只是把自己縮小了、矮化了，畢竟還有一個我在，所以越過「沒什麼」之後，就要朝向下一個目標——把「我」也摧毀了。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202211\2211-7圖靈集.docx","202211","review","needs-confirmation","legacy-heading-suggestion","圖靈集","蹲好馬步","阿充","2022.11.10","這篇文章不是要談動作上如何蹲好馬步，而是要談「蹲好馬步」的狀態。蹲馬步不是為了蹲，蹲馬步是為了躍起，有個英文字poised 可以更精確地形容這個狀態。字典裡的解釋如下：「平衡；懸著；作好準備；平靜；自信；蓄勢待發」。平衡了才能不費力、才能發力，作好準備才能平靜、才能有自信，而「蓄勢待發」更是很清楚地描述poised的時空關係，就像獵豹準備要獵物一般。「蹲好馬步」在生活中的意思就是當面對一個人或一件事情的時候，你永遠是準備好的，在每一個當下都知道要怎麽跨過去，永遠是胸有成竹的，而不是祈禱船到橋頭自然直。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202211\2211-5導引香道.docx","202211","review","needs-confirmation","legacy-heading-suggestion","導引香道","從第五維度看沉香","","2022.11.10","文稿彙整／識香課整理小組","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202211\2211-6體證道德經.docx","202211","review","needs-confirmation","legacy-heading-suggestion","體證道德經","聖人去甚、去奢、去泰","文稿彙整／鄭雅靜","2022.11.10","〈第二十九章〉","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202211\2211-9導引采風錄.docx","202211","review","needs-confirmation","legacy-heading-suggestion","導引采風錄","神鵰俠侶——鍾宛真&蔡育展","黃坤瑛","2022.11.10","鍾宛真和蔡育展不是種子班唯一的夫妻檔，氣機資歷也不深，2016初進入門班，2019才進種子班直接與張老師學習，但他們兩位都是非常有潛力且有獨特體會及成長的夫妻檔。他們與張老師非常投緣，因住家離張老師家不遠，所以常有機會到張老師家裡泡茶聊天，同時向老師請益。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202211\2211-2夙君.docx","202211","review","needs-confirmation","legacy-heading-suggestion","練功筆記","之一- 手揮無極刀，試解親情困","","2022.11.10","（二）","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202211\2211-3練功筆記劉惠瑛.docx","202211","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202211\2211-0目錄.docx","202211","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202211\2211-4嫻言絮語.docx","202211","review","needs-confirmation","legacy-heading-suggestion","嫻言絮語","淚水、愛與和解—— 蕭春生書法講座","余安邦","2022.11.10","編按：雪山坑會所啟用時，隱居於台東池上山水間的書法家蕭春生先生，應張良維老師之請，特書〈專氣至柔〉、〈上善若水〉匾額兩幅，懸掛於練功房樓梯處，以示提醒。四早班學員、中研院民族所余安邦老師日前參加蕭先生書法講座有感，謹以此文與讀者分享。","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202212\2212-2雪山坑冬季五感.docx","202212","review","needs-confirmation","legacy-heading-suggestion","歲末專題","之一- 什麼是活動的魂？","","2022.12.10","——雪山坑冬季五感體驗記","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202212\2212-6導引香道.docx","202212","review","needs-confirmation","legacy-heading-suggestion","導引香道","濃在情，淡在味","","2022.12.10","文稿彙整／識香課整理小組","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202212\2212-9逍遙遊.docx","202212","review","needs-confirmation","legacy-heading-suggestion","股海人生","乘其變，樂逍遙","蔡玉展","2022.12.10","東拉西扯的扯淡了一段時間，不知不覺也就這樣過了快一年了。有時候扯得或許都飛到銀河系外去了，有時候也許會讓人有點困惑，氣機導引跟股票漲跌到底有啥關聯。鬼扯一年了，到年底再扯淡一次吧！","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202212\2212-0目錄.docx","202212","review","unsupported-legacy-structure",,,,,,,"System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202212\2212-10導引采風錄.docx","202212","review","needs-confirmation","legacy-heading-suggestion","導引采風錄","歡喜寃家","","2022.12.10","莊朝傑&劉惠瑛","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202212\2212-3歲末專題之二.docx","202212","review","needs-confirmation","legacy-heading-suggestion","歲末專題","之二- 在每一個行動中 觀 行 空","","2022.12.10","王亞玲：自然而然走到這裡","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202212\2212-5練功筆記世紘.docx","202212","skipped","already-standard",,,,,,,
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202212\2212-7體證道德經.docx","202212","review","needs-confirmation","legacy-heading-suggestion","體證道德經","練出身體的水性","文稿彙整／楊慧敏","2022.12.10","道德經第三十章：","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202212\2212-4練功筆記夙君.docx","202212","review","needs-confirmation","legacy-heading-suggestion","練功筆記","之一- 手揮無極刀，試解親情困","","2022.12.10","（完結篇）","System.Object[]"
"G:\我的雲端硬碟\氣機導引\電子報新版網頁\各期電子報\202212\2212-8心田集.docx","202212","review","needs-confirmation","legacy-heading-suggestion","心田集","視頻範圍與神識探索","文稿彙整／鄭雅靜","2022.12.10","六根的煩惱","System.Object[]"
